ds,Open,High,Low,Close,y,Volume
2021-02-11,53.61000061035156,53.79999923706055,52.349998474121094,53.5,53.25968933105469,29871400
2021-02-12,53.0,54.189998626708984,52.959999084472656,53.599998474121094,53.35923767089844,15317400
2021-02-16,53.709999084472656,53.9900016784668,53.220001220703125,53.459999084472656,53.21986770629883,18541600
2021-02-17,52.84000015258789,53.33000183105469,52.08000183105469,52.88999938964844,52.652427673339844,13989700
2021-02-18,52.560001373291016,52.619998931884766,51.599998474121094,52.15999984741211,51.92570495605469,17615900
2021-02-19,52.5,53.290000915527344,52.220001220703125,52.56999969482422,52.333866119384766,15354400
2021-02-22,52.0,52.93000030517578,51.880001068115234,51.97999954223633,51.746517181396484,14501300
2021-02-23,51.0,51.380001068115234,49.349998474121094,51.11000061035156,50.88042449951172,21202700
2021-02-24,51.95000076293945,53.209999084472656,51.290000915527344,52.900001525878906,52.662384033203125,18375000
2021-02-25,52.70000076293945,52.93000030517578,50.54999923706055,50.599998474121094,50.37271499633789,20628900
2021-02-26,50.869998931884766,51.72999954223633,49.91999816894531,51.33000183105469,51.09943771362305,17125100
2021-03-01,52.40999984741211,52.81999969482422,51.81999969482422,52.540000915527344,52.30400085449219,15385300
2021-03-02,52.599998474121094,55.290000915527344,52.189998626708984,54.11000061035156,53.866947174072266,36267200
2021-03-03,54.5,54.880001068115234,52.65999984741211,52.66999816894531,52.433414459228516,19667200
2021-03-04,52.9900016784668,54.18000030517578,50.25,51.83000183105469,51.597190856933594,26231900
2021-03-05,52.59000015258789,53.9900016784668,50.47999954223633,53.75,53.50856399536133,25190000
2021-03-08,54.290000915527344,56.20000076293945,53.7400016784668,54.97999954223633,54.73303985595703,24450500
2021-03-09,55.36000061035156,55.43000030517578,54.029998779296875,54.650001525878906,54.40452575683594,17902200
2021-03-10,55.0,56.95000076293945,54.880001068115234,56.83000183105469,56.57473373413086,22760600
2021-03-11,56.869998931884766,57.16999816894531,55.939998626708984,56.33000183105469,56.07698059082031,20244700
2021-03-12,56.0,59.619998931884766,55.70000076293945,59.2599983215332,58.993812561035156,29829600
2021-03-15,59.310001373291016,59.310001373291016,57.209999084472656,57.939998626708984,57.67974090576172,19660100
2021-03-16,58.36000061035156,58.56999969482422,56.79999923706055,57.119998931884766,56.863426208496094,16177000
2021-03-17,57.2400016784668,60.119998931884766,57.150001525878906,60.04999923706055,59.78026580810547,23746200
2021-03-18,60.060001373291016,62.2400016784668,58.880001068115234,59.27000045776367,59.00376892089844,34798000
2021-03-19,59.34000015258789,60.31999969482422,58.18000030517578,59.81999969482422,59.55129623413086,23346200
2021-03-22,58.75,58.93000030517578,56.5099983215332,58.099998474121094,57.83902359008789,30094900
2021-03-23,56.9900016784668,57.7599983215332,55.709999084472656,56.15999984741211,55.907737731933594,21280800
2021-03-24,56.68000030517578,57.47999954223633,55.709999084472656,55.810001373291016,55.5593147277832,20567200
2021-03-25,54.599998474121094,56.81999969482422,54.25,56.599998474121094,56.345760345458984,16178500
2021-03-26,57.0099983215332,57.34000015258789,55.349998474121094,56.52000045776367,56.2661247253418,16358900
2021-03-29,56.08000183105469,57.20000076293945,55.7400016784668,55.939998626708984,55.688724517822266,16058400
2021-03-30,56.599998474121094,58.630001068115234,56.400001525878906,58.5099983215332,58.2471809387207,19606800
2021-03-31,58.279998779296875,58.58000183105469,57.27000045776367,57.459999084472656,57.20189666748047,20761300
